wert	haeufigkeit
Beiträge zur Geschichte der biblischen Hermeneutik (Sammelwerk)	16
Office of the Inspector of Foreign Dividends (Surbiton, Surrey)	16
Ars Polona	16
Musikverlag Adolph Fürstner (Berlin) [vermutlich]	16
Harold Holt	16
"Deutscher Verein für den Wiederaufbau des Opernhauses ""La Fenice"" in Venedig e.V."	16
Kungliga Dramatiska Teatern	16
Weiss, ... (Verlag)	16
Wuppertaler Bühnen	16
Bärmeier und Nickel Verlag	16
Willi Trebst Gartengestaltung (Köln)	16
Adolf Jordans Straßen- und Tiefbau (Köln-Longerich)	16
Fritz Stöcklin & Co	16
Société des Gens de Lettres de France	16
Scientia Presse-Dienst (Hamburg)	16
Ständiger Arbeitsausschuß für die Tagungen der Nobelpreisträger in Lindau	16
Kaiser-Wilhelm-Gesellschaft zur Förderung der Wissenschaften. Generalverwaltung	16
Deutsche Atom-Kommission. Arbeitskreis Kernphysik. Hochenergieausschuss	16
Redaktion Magnum (Köln)	16
Stadtmagistrat (Regensburg)	16
Meyersche Hofbuchhandlung, Lemgo	16
Schöppenstuhl (Wittenberg)	16
Post Office (Sheerness-on-sea)	16
Hapag-Lloyd Reisebüro (Berlin)	16
Kultusministerium des Landes (Schleswig-Holstein)	16
Stefani Hunzinger Bühnenverlag GmbH	16
Die Neue Stadt, Zeitschrift	16
Literatura na Świecie (Warszawa) (1971-)	16
Französische Janusz-Korczak-Gesellschaft (Paris)	16
Gustav Kiepenheuer Bühnenvertrieb (Berlin)	16
Anglo-Continental Exchange Limited (London)	16
C. G. Trinkaus (Düsseldorf)	16
Neue Schauspiel (Düsseldorf) / Geschäftsführung	16
Polska Agencja Artystyczna Pagart (Warszawa)	16
Marta-Vogel-Theater-Agentur (München)	16
Buchverlage Ullstein Langen Müller (München)	16
"Ausstellung ""Pictures 1982 to 1985"" von Gilbert & George in der Kunsthalle Basel (28.09.-09.11.1986)"	16
Torggelhaus (München)	16
Redaktion Die Gesellschaft (Leipzig)	16
Redaktion Zentralblatt für Psychologie und psychologische Pädagogik (Würzburg)	16
Boğaziçi Üniversitesi	16
Kirche St. Michaelis (Philadelphia, Pa.)	16
Korporation der deutschen evangelisch-lutherischen St. Michaelis- und Zionsgemeinde (Philadelphia, Pa.)	16
Döblin-Tagung (seit 1979)	16
Leipzig / Rat der Stadt	15
Hoftheater-Comité (Mannheim)	15
Rheinischer Merkur	15
Reichsministerium des Innern (Berlin)	15
Deutsche Botschaft (London)	15
BZ am Mittag	15
President's Advisory Committee on Political Refugees	15
Heidelbach, Ickelheimer & Co. (Bankhaus)	15
The New School for Social Research	15
BBC	15
Der Abend (Berlin)	15
Baden-Württemberg/Staatsministerium (Stuttgart)	15
Wydawnictwo Slask	15
Plon Librairie (Paris)	15
Redaktion Geo (Hamburg)	15
Kongress für die Freiheit der Kultur	15
Volkshochschule (Düsseldorf)	15
Neusozialistischer Bund (1956-)	15
Das Magazin (Berlin, Ost)	15
Verlag Die Rabenpresse (Berlin)	15
750 Jahre Berlin (1987) (1987/1987-)	15
Verlag Marxistische Blätter GmbH (Frankfurt, Main)	15
I.T. Publications (London)	15
Institut Istorii (Moskva)	15
Gustav Knauer Spedition (Berlin-Wilmersdorf)	15
Unsere Zeit / Redaktion (Essen)	15
Nationalkomitee der Wirtschaftshistoriker der DDR	15
Weltkongress für Allgemeine Abrüstung und Frieden (1962, Moskva)	15
Volk und Welt Verlag (Berlin) (1947-2001)	15
Kulturbund der DDR / Kreisleitung (Weimar)	15
Klub der Intelligenz (Weimar)	15
Potsdam (Bezirk)	15
Partei des Demokratischen Sozialismus / Parteivorstand	15
R. Piper & Co. (München)	15
Pirazzi & Söhne (Offenbach)	15
Deutsche Monatsschrift für das gesamte Leben der Gegenwart	15
Staatsekretariat für Hochschulwesen (Berlin)	15
Kommission für die Internationale Gartenbauausstellung (1, 1887, Dresden)	15
Landestheater Süd-Ostpeußen (Allenstein)	15
Grote'sche Verlagsbuchhandlung (Berlin)	15
"""Die Gegenwart"", Redaktion"	15
Schweizermühle	15
Deutsche Post / Fernmeldeamt (Dresden)	15
Stendaler Lehrer-Gesangverein	15
Spielwarenfabrik Müller & Fröbel	15
Arbeitsgericht Dresden	15
AGFA, Aktiengesellschaft für Anilinfabrikation (Berlin)	15
V. Giard et E. Brière (Paris)	15
Rechtsanwälte Dr. Hillig und Dr. Mittelstaedt (Leipzig)	15
Universitätsdruckerei Heinrich Stürtz (Würzburg)	15
Fränkischer Kurier (Zeitung)	15
Zeitschrift des Vereines Deutscher Ingenieure (Düsseldorf) (1857-1954)	15
Reclams Universum (Leipzig)	15
Albert Koch und Co. (Stuttgart)	15
Orientalistische Literaturzeitung (Zeitung)	15
Libraire Gallimard (Paris)	15
6. Internationales Tanzprojekt Bielefeld	15
Folkwang-Ballett (1928-1949)	15
Tanz- und Musikfest (4, 1968, Rudolstadt) (1968-)	15
Friedrich Krupp A.G. (Essen)	15
Munizipalität Köln	15
Voss & Leo	15
Instituto Editorial Reus (Madrid)	15
Schlesinger (Berlin)	15
Redaktion Schwäbische Zeitung (Leutkirch)	15
Bundesanstalt für Landeskunde und Raumforschung (Godesberg) / Wissenschaftlicher Beirat	15
G. Klepel-Verlag (Dresden)	15
Brill, E.J. (Verlag)	15
Graphische Kunstanstalt Rebner & Co (Leipzig)	15
Deutschland (DDR) / Ministerium für Kultur / Abteilung Theater	15
Neue Zeitschrift für Musik	15
Allen & Unwin Ltd. (London)	15
Badisches Tagblatt	15
Deutschland (Deutsches Reich) / Reichstheaterkammer	15
Lauke Verlag (München)	15
Ramada Hotel Bielefeld	15
Reichsbeirat für Bibliotheksangelegenheiten (Berlin)	15
Dr. Rudolf Habelt GmbH - Wissenschaftliches Antiquariat, Buchhandlung und Verlag (1948-)	15
Otto Meißners Verlag (Bleckede, Hamburg) (1848-)	15
Evangelische Kirchengemeinde (Ziegelhausen) [vermutlich]	15
Universität (Heidelberg) / Institut für Ur- und Frühgeschichte	15
Nationalsozialistische Landpost (Berlin) (1931-)	15
Weiss'sche Universitätsbuchhandlung (Heidelberg)	15
"""Die Feder"", Allgemeiner Schriftsteller-Verein"	15
Georg Bitter Verlag (Recklinghausen)	15
Braunschweig-Lüneburg / Kriegskanzlei	15
Societá del Quartetto Corale (Mailand) (1874-)	15
Lauenburgische Regierung (Ratzeburg)	15
Universität (Erfurt), medizinische Fakultät	15
Preußen / Justizministerium (Berlin) (1818-)	15
Richard-Hermes-Verlag (Hamburg)	15
Qumran Verlag für Ethnologie und Kunst (Frankfurt am Main)	15
Kartell Hamburger Künstlerverbände	15
Verband deutscher Bühnenschriftsteller und Bühnenkomponisten e.V.	15
Ibbs and Tillett	15
C. F. W. Siegel's Musikalienhandlung (Leipzig)	15
Deutsche Landbuchhandlung (Berlin)	15
Richard-Münch-Verlag (Berlin)	15
Waisenhaus (Stadthagen)	15
Magistrat (Ulm)	15
Technische Hochschule (Berlin)	15
Bekennende Kirche (Pommern)/ Bruderrat	15
Orion-Press (Tokio)	15
Staatliche Schauspiele (Berlin)	15
Deutsche Botschaft (Rom)	15
Stadttheater (Straßburg)	15
Köln / Oberbürgermeister	15
Kunst für Alle (München) / Redaktion	15
B. Hartmann Buch-, Musikalien- und Kunsthandlung (Elberfeld)	15
Georg Stilke Verlagsbuchhandlung (Berlin)	15
Martin Warneck Verlagsbuchhandlung (Berlin)	15
Verlagsbuchhandlung A. W. Zickfeldt (Osterwieck, Harz)	15
Charlottenburger Motoren & Gerätebau KG.	15
Akademisches Rektoramt (Tübingen)	15
Königlich Württembergische Hofbank (Stuttgart)	15
Speyer & Kaerner (Freiburg, Breisgau)	15
Henry Holt and Company	15
Hotel Astoria GmbH (Leipzig)	15
Werner Engel Versandbuchhandlung (Hamburg)	15
Meridian Books Inc.	15
Oceana Publication, Inc. (Dobbs Ferry, N. Y.)	15
Ständige Konferenz der Kultusminister der Länder in der Bundesrepublik Deutschland (Bonn) / Sekretariat	15
Neue Berliner Musik-Zeitung / Redaktion	15
Christian-Verlag (Berlin; Hamburg; Stuttgart)	15
Göttingen (Stadt)	15
Militärmission der Volksrepublik Polen (Berlin)	15
Otto Walter Gartengestaltung (Rodenkirchen)	15
Christian Liebetrau Garten- und Landschaftsbau (Bad Honnef)	15
Wennerscheid (Berlin)	15
Eduard Nold & Sohn	15
Hermann	15
Unity-Akademie für angewandtes Christentum e.V.	15
Literarische Vereinigung (Bielefeld)	15
Redaktion Hessische Nachrichten (Kassel)	15
Syrinx-Film	15
Atomwirtschaft. Redaktion	15
Juristische Fakultät der Universität (Halle, Saale)	15
Lyrisches Studio (Bonn)	15
Fernmeldeamt/ Buchungsstelle für Fernmeldegebühren	15
Adolf Ebel - Buch und Kunsthandlung	15
Redaktion Kölnische Illustrierte Zeitung	15
Bund neues Vaterland	15
Europa-Universität Viadrina (Frankfurt, Oder) / Collegium Polonicum	15
C. Platzmann & Röder (Lübeck)	15
Hesse, Max Verlag (1880-)	15
Sachsen / Landesamt für Archäologie (Dresden)	15
Konstanz (Diözese) / Generalvikariat [vermutlich]	15
Redaktion Deutsche Allgemeine Zeitung (Berlin)	15
Redaktion Die Kultur (München)	15
E. W. Bonsels & Co. Verlag (München) (1905-1929)	15
Rat (Chemnitz)	15
Samsonsche Freischule (1786-1928)	15
Adolf Cohn, Verlag und Antiquariat	15
Evangelische Gemeinde deutscher Sprache in der Türkei	15
Magistrat (Sorau)	15
Missionsgesellschaft (Basel)	15
SWF	15
Kieler Nachrichten (Zeitung)	14
Redaktion Welt der Arbeit (Köln)	14
Rheinischer Merkur / Redaktion (Köln)	14
Frankfurter Allgemeine	14
Mannheimer Tageblatt (1867-1939)	14
Deutscher Sprachverein	14
Frankfurter Zeitung	14
General-Intendanz der Großherzoglichen Civilliste (Karlsruhe)	14
Paulys Realenzyclopädie der classischen Altertumswissenschaft	14
Reichsschatzamt	14
Redaktion Berliner Lokal-Anzeiger	14
Hinstorff Verlag	14
Deutschland (DDR) / Ministerrat / Ministerium für Kultur / HV Film	14
Verlag Junge Welt GmbH (Berlin, Ost)	14
Hoffmann & Campe Verlag (Hamburg)	14
Reisebüro (Deutschland DDR)	14
Verlagsbuchhandlung Schuster & Loeffler (Berlin)	14
Neue Deutsche Hefte	14
Morasch & Skerl (Dresden)	14
Stadttheater (Hamburg)	14
Red. d. Voss. Zeitung	14
Hebrew Sheltering and Immigrant Aid Society	14
Oxford University Press (New York, NY)	14
International Copyright Bureau, Ltd. (London)	14
British Council (London)	14
PEN (New York, N.Y.)	14
Wiener Library	14
Deutscher Akademischer Austauschdienst (Berlin)	14
Equilibrismus e.V. (München)	14
Metro-Goldwyn-Mayer Pictures	14
Schweizerische Radio- und Fernsehgesellschaft	14
Association of Jewish Refugees in Great Britain	14
Stadttheater (Saarbrücken)	14
American Joint Distribution Committee (Lissabon)	14
Deutschland (DDR) / Ministerpräsident / Büro des Förderungsausschusses	14
René-Kuczynski-Preis	14
Industrie- und Handelskammer (Berlin)	14
Küchenmeister-Innung zu Berlin (1889-)	14
Humboldt-Universität (Berlin)	14
Allgemeiner Deutscher Verlag (Berlin, Ost)	14
Berliner Verlag / Redaktion BZ am Abend	14
Gesellschaft zum Studium der Kultur der Sowjetunion / Jahreskongreß (2, 1949, Berlin) (1949-1949)	14
Association of Scientific Workers	14
Berlin-Weißensee / VdN-Kommission	14
Science and Society (New York)	14
Kleist-Theater (Frankfurt, Oder)	14
Physikalische Gesellschaft (Berlin)	14
Parteihochschule Karl Marx (Berlin, Ost) / Lehrstuhl Politische Ökonomie des Kapitalismus	14
Autorenkollektiv Lehrbuch der Geschichte des Deutschen Volkes	14
Société Asiatique (Paris)	14
Allgemeine Musikalische Zeitung (Leipzig) / Redaktion	14
Hofbuchhandlung Rudolstadt	14
Richter, C. F.	14
Tägliche Rundschau (Berlin)	14
Congrès d'International Literary and Artistic Association (1895, Dresden)	14
Sächsisches Tageblatt	14
Orgelbauanstalt Reinhard Schmeisser (Rochlitz)	14
Sächsische Neueste Nachrichten	14
Fürstenschule (Pforta)	14
Le Louis XV	14
St. Petersburg, Kaiserliche Akademie der Wissenschaften	14
K. Thienemann Verlag (Stuttgart)	14
Union Deutsche Verlagsgesellschaft (Stuttgart)	14
Redaktion Freistatt (München)	14
Sächsischer Ausschuß zur Sammlung von Volksliedern (Dresden)	14
Mayer & Müller (Berlin)	14
Kunst und Kirche/ Vierteljahreszeitschrift für Kirchenbau und kirchliche Kunst (Kassel-Wilhelmshöhe)	14
Finanzamt (Leipzig)	14
Börsenverein der Deutschen Buchhändler / Deutsche Buchhändler-Lehranstalt (Leipzig)	14
Neues Deutschland [vermutlich]	14
Kommittee für das Mittelrheinische Musikfest (4, 1860, Mainz)	14
Pierersche Verlagshandlung (Altenburg)	14
Societa Editrice Libraria (Milano)	14
Deutsche Presse (Zeitschrift) (1913-)	14
Burschenschaftliche Blätter (Zeitschrift) (1887-1940)	14
Blätter für die gesamten Sozialwissenschaften (Zeitschrift) (1905-)	14
Nationalzeitung	14
Sachsen / Königliches Ministerium für auswärtige Angelegenheiten	14
Revue Économique Internationale (Zeitschrift)	14
Th. Knaur / Großbuchbinderei (Leipzig) (1846-)	14
Intelligenzblatt der freien Stadt Frankfurt (Frankfurt/Main) (1806-1910)	14
Literarische Gesellschaft (Hannover)	14
Evergreen Review Inc. (New York)	14
Reichstag (Regensburg) (1663-1806)	14
Deutsche Künstler-Agentur (Berlin)	14
Chaos. Ein Nachtblatt	14
Morgenblatt für gebildete Stände	14
Universität (Tübingen) / Rektor	14
Deutscher Kunst-Verlag (Berlin)	14
MB Irgûn 'Ôlê Merkaz Êrôpa (1943-2006)	14
Kasseler Post (Zeitung) (1889-1969)	14
Berlin / Reichskammer der bildenden Künste, Präsident	14
Stiftung Preußischer Kulturbesitz (Berlin)	14
Christlich-Demokratische Union Deutschlands / Ortsgruppe (Radebeul)	14
Deutscher Verein für Kunstwissenschaften e.V. (Berlin)	14
Städtisches Theater (Heidelberg)	14
Vermessungsdienst Ost (Dresden) / Tanzgruppe	14
Tanzen (Zeitschrift)	14
Braunschweigisches Landestheater, Intendantur	14
Stadttheater (Krefeld)	14
Chitresh Das Dance Company	14
Internationales Tanzprojekt (10. : 1999 : Bielefeld) [vermutlich]	14
Color Cia De Dansa	14
Attakkalari Centre for Movement Arts	14
Ballet Contemporáneo de Caracas	14
Slava's Snow Show	14
Monatsschrift für Kriminalpsychologie und Strafrechtsreform (Heidelberg)	14
Deutsche Bücherei des Börsenvereins der Deutschen Buchhändler (Leipzig)	14
Universität (Straßburg)	14
Neue Badische Landes-Zeitung (1856-1934)	14
Neue Badische Landeszeitung (Mannheim)	14
Vandenhoeck & Ruprecht	14
Kaizo Verlag (Tokyo)	14
Nachrichtenblatt für deutsche Vorzeit (1925-)	14
Deutsche Karl-Ferdinands-Universität (Prag) / Dekanat der Philosophischen Fakultät	14
Stift (Ramelsloh)	14
Westphälischer Moniteur (Zeitung) (1807-1813)	14
Kurfürstliches Hoftheater (Kassel)	14
Königliches Konsistorium (Hannover)	14
Galerie Hessèle (Paris)	14
Der Lotse	14
Hamburg / Oberschulbehörde / Sektion für die wissenschaftlichen Anstalten	14
Deutsches Volkstum (Hamburg)	14
Amnesty International	14
Vereinigung Deutscher Schriftstellerverbände	14
Münsterischer Anzeiger und Volkszeitung	14
Eduard Avenarius Verlagsbuchhandlung	14
Signale für die musikalische Welt (Redaktion) (1843-1941)	14
Niederrheinisches Musikfest, Komitee	14
Fritz-Thyssen-Stiftung	14
Bundespräsidialamt in Bonn	14
Buchhandlung des Waisenhauses (Halle, Saale)	14
Verlagsbuchhandlung Hoursch und Bechstedt (Köln)	14
Verlag Alphons Bruckmann	14
Waisenhaus (Minden)	14
Ostindische Kompanie (Niederlande)	14
Witwenhaus (Halle, Saale)	14
Philosophische Fakultät der Uni Berlin (vermutlich)	14
Autorenbuchhandlung (München)	14
Playboy (Zeitschrift)	14
Paneuropäische Union (Wien) (1922-)	14
Süddeutsche Zeitung (München) / Redaktion	14
Universität (Berlin, Friedrich-Wilhelms-Universität)/Physikalisches Institut	14
Buchdruckerei F. E. Haag (Melle)	14
Stechert, E. G. & Co. (Leipzig u.a.)	14
Concordia Publishing House (Saint Louis, Mo.)	14
Vereinigung der Schulbuchverleger (Dresden, Leipzig)	14
Deutsche Buch-Gemeinschaft	14
Redaktion tz-München	14
Bayrisches Staatsschauspiel	14
Hauptpostamt (Eisenach) / Lernaktiv	14
Der Neue-Geist-Verlag (Berlin)	14
Sinn und Form	14
Oberamt (Tübingen)	14
Evangelisches Konsistorium der Provinz Sachsen (Magdeburg)	14
Hubert Moerke Buchhandlung und Verlag (Neubrandenburg)	14
Württemberg / Volkswirtschaftliche Gesellschaft (Stuttgart)	14
Bankhaus Blankart & Cie. Kommandit-Aktien-Gesellschaft (Zürich)	14
Jespersen og Pios Forlag (Kopenhagen)	14
Les Éditions de Minuit (Paris)	14
Philosophical Library (New York, NY)	14
Rupert Hart-Davis Ltd. (London)	14
Evangelische Verlagsanstalt (Berlin)	14
Taurus Ediciones (Madrid)	14
Hans-Böckler-Gesellschaft e. V. (Düsseldorf)	14
Hosei University Press (Tokyo)	14
Sagitario S.A. de Ediciones y Distribuciones	14
Ediciones FAX (Madrid)	14
Verleger-Inkasso-Stelle (Hamburg)	14
Europäischer Förderpreis	14
Aufbau (American Jewish Weekly in German and English)	14
Preuß. Akademie der Künste	14
Akademie (1933-)	14
Verlag Oesterheld & Cie. (Berlin)	14
Deutsche Zeitung. Unabhägiges Tageblatt für nationale Politik	14
Eggers und Comp. (Buchhandlung) (1837-)	14
Schmitzdorffsche Buchhandlung	14
Musikhochschule Köln	14
Redaktion Frankfurter Neue Presse	14
Institut für Elektronen- und Ionenforschung	14
Harvard University. Department of Physics	14
"Münchener Tennis- u. Turnier-Club ""Iphitos"" e. V."	14
Der Spiegel (Zeitschrift, Hamburg)	14
Regenkreis / Finanzdirection	14
Friedrich (Sachsen, Kurfürst, III.) / Räte	14
Christlich Demokratische Union Deutschlands	14
Literarni Noviny	14
Buchhandlung Kohl an der Katharinenkirche (Frankfurt,Main)	14
Walter Verlag	14
Vier-Falken-Verlag	14
Redaktion Deutsches Allgemeines Sonntagsblatt (Hamburg)	14
Black Sash	14
Braunschweig	14
Autorenkreis der Bundesrepublik	14
Stowarzyszenie Pisarzy Polskich (Poznan)	14
Neue Literatur (1949-1991)	14
Rundschau Kölnische	14
Kino- und Filminitiative Göttingen e.V.	14
Societas Philologica Gottingensis	14
Smith & Garton Bank Chambers	14
Rhein-Main Bank, Stuttgart	14
Passagebüro Jonen	14
Bühnenklub Berlin	14
Österreichische Buchgemeinschaft (Wien)	14
Universität (Marburg) / Seminar für Vor- und Frühgeschichte	14
Regierung (Stift Kempten)	14
Amtsgericht (Düsseldorf)	14
Stadttheater (Osnabrück)	14
Theatergeschäftsbureau Paul Prahl (Berlin)	14
Redaktion Altbayerische Heimatpost (Trostberg)	14
Landeshauptstadt München, Direktorium	14
Redaktion Gesellschaft (München) (1885-1902)	14
Jüdische Gemeinde (Berlin) / Schulvorstand	14
Kurfürstl. Sächsisches Botenamt Leipzig	14
Buchdruckerei (Tranquebar)	14
Kirche Beth Tephilla (Kalkutta)	14
Notter & Comp. Calb	14
Die Musik (Berlin)	13
Redaktion Europäische Dokumente (München)	13
Wochenend-Redaktion (Nürnberg)	13
Redaktion Schwäbische Donau-Zeitung (Ulm)	13
Deutschlandfunk	13
Berliner Volkszeitung	13
Königliches Schul-Collegium der Provinz Brandenburg	13
Jos. Koesel'sche Buchhandlung, Kempten	13
Der Tip (Zeitschrift)	13
Sinn und Form / Redaktion (Berlin)	13
Wiener Zeitung (Wien) (1780-)	13
Wilhelm Fink Verlag (München)	13
Gebrüder Rauch	13
Verlags-Anstalt für Kunst und Wissenschaft (München)	13
Allgemeine Zeitung, Redaktion	13
American Express Company	13
American Friends of German Freedom	13
PEN-Club	13
Notgemeinschaft der deutschen Wissenschaft und Kunst im Ausland	13
Neues Wiener Journal (Zeitschrift)	13
Schillertheater (Berlin)	13
Bertelsmann Lesering (Gütersloh)	13
Chronos Verlag Martin Mörike (Hamburg; Berlin)	13
Bundeszentrale für Heimatdienst (Bonn) (1956-)	13
K.F. Koehler Kommissionsgeschäft (Leipzig)	13
Verband Deutscher Bühnenschriftsteller und Bühnenkomponisten (Berlin)	13
Onchan Interment Camp	13
Ständige Konferenz der Kultusminister der Länder in der Bundesrepublik Deutschland	13
Thomas Mann-Gruppe (London)	13
Ellermann Verlag	13
Staatslexikon (Verlag Herder, Freiburg i. Br.)	13
Gesellschaft für Deutsch-Sowjetische Freundschaft / Zentralvorstand (Berlin)	13
